C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
BRN,1997,2824,5.4,26.3,5.65
BRN,1998,2852,5.7,27,5.83
BRN,1999,2809,6.1,27.8,6.02
BRN,2000,2797,6.4,28.5,6.24
BRN,2001,2875,6.8,29.2,6.49
BRN,2002,2927,7.3,30,6.69
BRN,2003,2976,7.7,30.7,6.89
BRN,2004,2996,8.2,31.5,7.13
BRN,2005,2976,8.7,32.2,7.34
BRN,2006,2971,9.1,33,7.53
BRN,2007,2915,9.6,33.8,7.7
BRN,2008,2908,10.1,34.6,7.79
BRN,2009,2892,10.7,35.4,7.85
BRN,2010,2894,11.2,36.2,7.95
BRN,2011,2941,11.7,37,7.95
BRN,2012,2970,12.3,37.9,7.92
BRN,2013,2985,12.9,38.7,7.94
BRN,2014,,13.5,39.5,7.97
BRN,2015,,14.1,40.4,8.01
BRN,2016,,14.7,41.2,8.06
BGR,1990,3129,16.6,49.7,15.6
BGR,1991,3041,17,50.1,16.08
BGR,1992,3022,17.3,50.6,16.42
BGR,1993,2958,17.6,51,16.39
BGR,1994,2873,17.9,51.4,16.51
BGR,1995,2896,18.3,51.9,16.73
BGR,1996,2741,18.6,52.3,16.75
BGR,1997,2676,18.9,52.7,16.8
BGR,1998,2818,19.3,53.2,16.79
BGR,1999,2879,19.6,53.6,16.78
BGR,2000,2813,20,54,16.87
BGR,2001,2816,20.3,54.5,16.93
BGR,2002,2779,20.7,54.9,17.01
BGR,2003,2757,21.1,55.4,17.08
BGR,2004,2764,21.5,55.9,17.11
BGR,2005,2723,22,56.4,17.25
BGR,2006,2759,22.4,56.9,17.25
BGR,2007,2734,22.9,57.4,17.1
BGR,2008,2782,23.3,57.9,16.98
BGR,2009,2785,23.8,58.4,16.92
BGR,2010,2762,24.3,58.9,16.87
BGR,2011,2769,24.8,59.3,16.89
BGR,2012,2777,25.3,59.8,16.89
BGR,2013,2829,25.8,60.3,16.98
BGR,2014,2865,26.4,60.8,17.15
BGR,2015,2753,26.9,61.2,17.24
BGR,2016,2818,27.4,61.7,17.44
BFA,1990,2196,1,10.8,1.34
BFA,1991,2233,1,11.1,1.36
BFA,1992,2292,1.1,11.4,1.4
BFA,1993,2313,1.1,11.8,1.45
BFA,1994,2344,1.2,12.1,1.51
BFA,1995,2337,1.3,12.4,1.57
BFA,1996,2338,1.3,12.8,1.6
BFA,1997,2311,1.4,13.2,1.72
BFA,1998,2285,1.5,13.6,1.85
BFA,1999,2343,1.6,14,1.98
BFA,2000,2318,1.7,14.4,2.11
BFA,2001,2332,1.8,14.8,2.22
BFA,2002,2411,1.9,15.3,2.36
BFA,2003,2492,2,15.8,2.46
BFA,2004,2505,2.2,16.3,2.6
BFA,2005,2463,2.3,16.8,2.74
BFA,2006,2559,2.5,17.3,2.91
BFA,2007,2546,2.6,17.8,3.06
BFA,2008,2588,2.8,18.4,3.22
BFA,2009,2639,3,19,3.39
BFA,2010,2681,3.2,19.5,3.53
BFA,2011,2664,3.4,20.1,3.67
BFA,2012,2707,3.6,20.7,3.81
BFA,2013,2720,3.8,21.3,3.96
BFA,2014,2737,4,21.9,4.12
BFA,2015,2746,4.3,22.6,4.32
BFA,2016,2741,4.5,23.2,4.52
BDI,1990,,1.1,11.5,1.81
BDI,1991,,1.2,11.8,1.77
BDI,1992,,1.3,12.1,1.74
BDI,1993,,1.4,12.5,1.76
BDI,1994,,1.5,12.8,1.6
BDI,1995,,1.5,13.2,1.56
BDI,1996,,1.6,13.5,1.55
BDI,1997,,1.7,13.9,1.54
BDI,1998,,1.8,14.2,1.58
BDI,1999,,1.8,14.6,1.58
BDI,2000,,1.9,14.9,1.58
BDI,2001,,2,15.3,1.59
BDI,2002,,2.1,15.7,1.63
BDI,2003,,2.2,16.1,1.68
BDI,2004,,2.3,16.5,1.76
BDI,2005,,2.4,16.9,1.82
BDI,2006,,2.5,17.3,2.05
BDI,2007,,2.7,17.7,2.11
BDI,2008,,2.8,18.2,2.17
BDI,2009,,3,18.6,2.23
BDI,2010,,3.1,19.1,2.31
BDI,2011,,3.3,19.6,2.41
BDI,2012,,3.5,20.1,2.54
BDI,2013,,3.7,20.6,2.64
BDI,2014,,4,21.1,2.73
BDI,2015,,4.2,21.6,2.78
BDI,2016,,4.4,22.2,2.85
KHM,1990,1938,0.6,9.6,1.45
KHM,1991,2009,0.7,9.9,1.48
KHM,1992,2037,0.7,10.3,1.51
KHM,1993,2026,0.8,10.6,1.55
KHM,1994,2038,0.8,11,1.57
KHM,1995,2038,0.9,11.4,1.61
KHM,1996,1901,1,11.8,1.63
KHM,1997,1895,1.1,12.2,1.66
KHM,1998,1977,1.1,12.6,1.69
KHM,1999,2052,1.2,13,1.73
KHM,2000,2115,1.3,13.4,1.77
KHM,2001,2172,1.4,13.9,1.84
KHM,2002,2264,1.4,14.3,1.93
KHM,2003,2261,1.5,14.8,2.03
KHM,2004,2275,1.6,15.3,2.14
KHM,2005,2327,1.7,15.7,2.27
KHM,2006,2377,1.8,16.2,2.41
KHM,2007,2388,1.9,16.7,2.57
KHM,2008,2403,2.1,17.2,2.75
KHM,2009,2417,2.2,17.7,2.92
KHM,2010,2417,2.4,18.3,3.08
KHM,2011,2426,2.5,18.8,3.25
KHM,2012,2432,2.7,19.4,3.41
KHM,2013,2477,2.9,19.9,3.57
KHM,2014,2504,3.1,20.5,3.72
KHM,2015,2487,3.3,21.1,3.86
KHM,2016,2484,3.5,21.7,4
CMR,1990,2034,3.1,18.2,5.87
CMR,1991,2015,3.2,18.7,5.95
CMR,1992,2113,3.4,19.2,6
CMR,1993,2021,3.6,19.8,6.05
CMR,1994,2032,3.7,20.3,6.09
CMR,1995,2048,3.9,20.8,6.07
CMR,1996,2033,4.1,21.4,6.07
CMR,1997,2097,4.3,22,6.08
CMR,1998,2100,4.5,22.5,6.08
CMR,1999,2120,4.7,23.1,6.09
CMR,2000,2116,4.9,23.7,6.15
CMR,2001,2162,5.1,24.3,6.14
CMR,2002,2204,5.3,24.9,6.22
CMR,2003,2233,5.6,25.5,6.27
CMR,2004,2246,5.8,26.1,6.36
CMR,2005,2311,6.1,26.7,6.51
CMR,2006,2354,6.3,27.3,6.69
CMR,2007,2378,6.6,27.9,6.84
CMR,2008,2446,6.9,28.5,7.09
CMR,2009,2492,7.2,29.2,7.35
CMR,2010,2510,7.5,29.8,7.58
CMR,2011,2573,7.8,30.4,7.8
CMR,2012,2622,8.1,31,8.05
CMR,2013,2671,8.4,31.7,8.19
CMR,2014,2685,8.8,32.3,8.27
CMR,2015,2709,9.2,33,8.47
CMR,2016,2726,9.5,33.6,8.69
CAN,1990,3023,15.3,49.1,9.03
CAN,1991,3042,15.8,49.7,9.08
CAN,1992,3092,16.4,50.3,9.14
CAN,1993,3122,17,51,9.23
CAN,1994,3209,17.6,51.6,9.33
CAN,1995,3208,18.2,52.3,9.42
CAN,1996,3252,18.8,53,9.55
CAN,1997,3387,19.5,53.6,9.69
CAN,1998,3459,20.1,54.3,9.8
CAN,1999,3499,20.8,55,9.94
CAN,2000,3506,21.5,55.6,10.09
CAN,2001,3501,22.1,56.3,10.19
CAN,2002,3496,22.8,56.9,10.31
CAN,2003,3518,23.4,57.5,10.35
CAN,2004,3525,24,58.1,10.33
CAN,2005,3475,24.6,58.6,10.28
CAN,2006,3470,25.2,59.2,10.17
CAN,2007,3483,25.8,59.7,10.11
CAN,2008,3465,26.4,60.2,10.04
CAN,2009,3440,27,60.7,9.95
CAN,2010,3447,27.6,61.2,9.91
CAN,2011,3474,28.2,61.7,9.84
CAN,2012,3485,28.8,62.2,9.81
CAN,2013,3494,29.4,62.7,9.78
CAN,2014,3414,30.1,63.2,9.77
CAN,2015,3419,30.7,63.7,9.78
CAN,2016,3494,31.3,64.1,9.84
CPV,1990,2368,2.8,17.6,3.88
CPV,1991,2269,3.1,18.4,4
CPV,1992,2511,3.3,19.2,4.14
CPV,1993,2445,3.6,19.9,4.27
CPV,1994,2435,3.8,20.7,4.41
CPV,1995,2305,4,21.4,4.42
CPV,1996,2310,4.3,22.1,4.82
CPV,1997,2341,4.5,22.7,5.03
CPV,1998,2339,4.8,23.4,5.24
CPV,1999,2328,5,24,5.4
CPV,2000,2358,5.3,24.7,5.63
CPV,2001,2366,5.5,25.3,5.83
CPV,2002,2324,5.8,25.9,6.03
CPV,2003,2414,6,26.6,6.23
CPV,2004,2523,6.3,27.2,6.45
CPV,2005,2517,6.6,27.8,6.7
CPV,2006,2513,6.8,28.5,7.02
CPV,2007,2574,7.1,29.1,7.21
CPV,2008,2540,7.5,29.8,7.63
CPV,2009,2558,7.8,30.4,7.88
CPV,2010,2524,8.1,31,8.15
CPV,2011,2566,8.5,31.6,8.43
CPV,2012,2590,8.9,32.3,8.7
CPV,2013,2609,9.3,32.9,8.91
CPV,2014,2531,9.7,33.5,9.12
CPV,2015,2511,10.1,34.2,9.29
CPV,2016,2522,10.6,34.8,9.6
CAF,1990,1904,2.3,15,1.91
CAF,1991,1912,2.4,15.4,1.89
CAF,1992,1904,2.5,15.7,1.83
CAF,1993,1877,2.5,16.1,1.81
CAF,1994,1880,2.6,16.4,1.78
CAF,1995,1881,2.7,16.8,1.76
CAF,1996,1896,2.9,17.1,1.78
CAF,1997,1916,3,17.5,1.78
CAF,1998,1987,3.1,17.9,1.82
CAF,1999,1930,3.2,18.3,1.86
CAF,2000,1983,3.3,18.7,1.88
CAF,2001,1988,3.4,19.1,1.92
CAF,2002,1996,3.6,19.5,1.98
CAF,2003,1966,3.7,19.9,2.04
CAF,2004,1989,3.9,20.3,2.09
CAF,2005,2026,4,20.8,2.14
CAF,2006,2029,4.2,21.2,2.19
CAF,2007,2090,4.4,21.6,2.24
CAF,2008,2133,4.5,22.1,2.31
CAF,2009,2139,4.7,22.6,2.38
CAF,2010,2164,4.9,23,2.46
CAF,2011,2154,5.1,23.5,2.53
CAF,2012,2116,5.3,24,2.57
CAF,2013,1879,5.6,24.6,2.51
CAF,2014,1769,5.8,25.1,2.52
CAF,2015,1729,6.1,25.6,2.69
CAF,2016,1745,6.3,26.2,2.72
TCD,1990,1648,1.5,12.6,1.27
TCD,1991,1800,1.6,12.9,1.3
TCD,1992,1819,1.7,13.2,1.35
TCD,1993,1652,1.7,13.6,1.42
TCD,1994,1979,1.8,13.9,1.45
TCD,1995,1798,1.9,14.3,1.5
TCD,1996,1815,2,14.6,1.56
TCD,1997,1897,2.1,15,1.61
TCD,1998,2037,2.2,15.3,1.67
TCD,1999,1989,2.3,15.7,1.73
TCD,2000,1947,2.4,16.1,1.76
TCD,2001,2018,2.5,16.5,1.82
TCD,2002,1968,2.6,16.9,1.88
TCD,2003,2024,2.7,17.3,1.94
TCD,2004,2026,2.8,17.7,1.99
TCD,2005,2034,3,18.1,2.04
TCD,2006,2022,3.1,18.5,2.09
TCD,2007,2028,3.2,18.9,2.22
TCD,2008,2027,3.4,19.3,2.32
TCD,2009,2021,3.5,19.8,2.45
TCD,2010,2057,3.7,20.2,2.56
TCD,2011,2062,3.9,20.7,2.66
TCD,2012,2124,4,21.1,2.76
TCD,2013,2110,4.2,21.6,2.84
TCD,2014,2147,4.4,22.1,2.94
TCD,2015,2136,4.6,22.6,3.04
TCD,2016,2149,4.8,23.1,3.15
CHL,1990,2569,15.4,48.9,9.02
CHL,1991,2601,15.9,49.4,9.19
CHL,1992,2708,16.3,50,9.39
CHL,1993,2712,16.8,50.5,9.56
CHL,1994,2745,17.2,51.1,9.77
CHL,1995,2756,17.7,51.6,9.91
CHL,1996,2779,18.2,52.2,10.03
CHL,1997,2789,18.7,52.7,10.22
CHL,1998,2795,19.3,53.3,10.46
CHL,1999,2800,19.8,53.9,10.69
CHL,2000,2833,20.3,54.5,10.97
CHL,2001,2868,20.8,55,11.25
CHL,2002,2900,21.4,55.6,11.46
CHL,2003,2891,21.9,56.2,11.62
CHL,2004,2917,22.4,56.7,11.64
CHL,2005,2909,22.9,57.3,11.69
CHL,2006,2957,23.4,57.8,11.7
CHL,2007,2933,23.9,58.4,11.68
CHL,2008,2943,24.4,58.9,11.61
CHL,2009,2892,25,59.5,11.57
CHL,2010,2915,25.5,60,11.5
CHL,2011,2956,26,60.5,11.57
CHL,2012,2958,26.6,61,11.63
CHL,2013,2979,27.1,61.5,11.72
CHL,2014,3008,27.7,62,11.76
CHL,2015,2982,28.3,62.6,11.83
CHL,2016,3009,28.8,63.1,11.88
CHN,1990,2504,1.1,15.4,2.64
CHN,1991,2431,1.2,15.9,2.68
CHN,1992,2456,1.3,16.4,2.72
CHN,1993,2538,1.4,16.9,2.78
CHN,1994,2604,1.5,17.4,2.82
CHN,1995,2691,1.6,17.9,2.89
CHN,1996,2695,1.7,18.5,2.97
CHN,1997,2725,1.8,19,3.08
CHN,1998,2770,2,19.6,3.19
CHN,1999,2763,2.1,20.2,3.32
CHN,2000,2808,2.3,20.8,3.44
CHN,2001,2816,2.5,21.4,3.55
CHN,2002,2832,2.6,22,3.69
CHN,2003,2833,2.8,22.7,3.81
CHN,2004,2857,3,23.4,3.9
CHN,2005,2879,3.2,24.1,4.01
CHN,2006,2883,3.5,24.8,4.15
CHN,2007,2919,3.7,25.5,4.31
CHN,2008,2977,3.9,26.2,4.44
CHN,2009,2994,4.2,27,4.64
CHN,2010,3044,4.5,27.8,4.82
CHN,2011,3081,4.8,28.5,5.01
CHN,2012,3100,5.1,29.3,5.2
CHN,2013,3108,5.5,30,5.38
CHN,2014,3151,5.8,30.8,5.54
CHN,2015,3192,6.2,31.6,5.71
CHN,2016,3159,6.6,32.3,5.87
COL,1990,2563,9.8,43,7.6
COL,1991,2567,10.2,43.7,7.62
COL,1992,2637,10.6,44.4,7.71
COL,1993,2684,11,45.1,7.93
COL,1994,2713,11.4,45.8,8.12
COL,1995,2772,11.8,46.4,8.29
COL,1996,2758,12.3,47.1,8.47
COL,1997,2768,12.7,47.7,8.54
COL,1998,2728,13.1,48.4,8.67
COL,1999,2763,13.6,49,8.83
COL,2000,2779,14,49.7,8.83
COL,2001,2815,14.5,50.3,8.78
COL,2002,2782,14.9,50.9,8.74
COL,2003,2798,15.4,51.5,9.14
COL,2004,2778,15.9,52.1,9.17
COL,2005,2733,16.3,52.7,9.2
COL,2006,2770,16.8,53.3,9.27
COL,2007,2804,17.3,53.9,9.26
COL,2008,2807,17.8,54.5,9.28
COL,2009,2708,18.3,55.1,9.27
COL,2010,2665,18.8,55.6,9.3
COL,2011,2696,19.4,56.2,9.32
COL,2012,2752,19.9,56.8,9.4
COL,2013,2804,20.5,57.4,9.46
COL,2014,2922,21,57.9,9.59
COL,2015,2973,21.6,58.5,9.71
COL,2016,3039,22.1,59,9.89
COM,1990,,2.2,16,3.51
COM,1991,,2.3,16.4,3.59
COM,1992,,2.4,16.8,3.81
COM,1993,,2.6,17.2,3.91
COM,1994,,2.7,17.6,4.06
COM,1995,,2.8,18,4.17
COM,1996,,2.9,18.4,4.1
COM,1997,,3,18.8,4.23
COM,1998,,3.2,19.1,4.15
COM,1999,,3.3,19.5,4.25
COM,2000,,3.4,19.9,4.37
COM,2001,,3.6,20.3,4.48
COM,2002,,3.7,20.7,4.53
COM,2003,,3.9,21.1,4.61
COM,2004,,4,21.5,4.56
COM,2005,,4.2,21.9,4.71
COM,2006,,4.4,22.4,4.63
COM,2007,,4.6,22.8,4.9
COM,2008,,4.8,23.2,5.12
COM,2009,,5,23.7,4.93
COM,2010,,5.3,24.1,5.14
COM,2011,,5.5,24.6,5.21
COM,2012,,5.8,25.1,5.43
COM,2013,,6.1,25.6,5.59
COM,2014,,6.3,26.1,6.03
COM,2015,,6.6,26.6,6.16
COM,2016,,6.9,27.1,6.29
COG,1990,2001,2.9,17.7,4.95
COG,1991,2001,3,18.1,4.93
COG,1992,2012,3.1,18.5,4.94
COG,1993,1995,3.3,18.9,4.92
COG,1994,1980,3.4,19.4,5.11
COG,1995,1978,3.5,19.8,5.2
COG,1996,1970,3.7,20.2,5.33
COG,1997,1993,3.8,20.7,4.68
COG,1998,2045,4,21.1,5.15
COG,1999,2099,4.1,21.6,5.51
COG,2000,2177,4.3,22.1,5.62
COG,2001,2232,4.5,22.6,5.69
COG,2002,2259,4.7,23.1,5.77
COG,2003,2236,4.9,23.6,5.98
COG,2004,2263,5.1,24.1,6.2
COG,2005,2043,5.3,24.7,6.44
COG,2006,2143,5.5,25.2,6.67
COG,2007,2135,5.8,25.7,6.9
COG,2008,2110,6,26.3,7.18
COG,2009,2142,6.3,26.8,7.43
COG,2010,2143,6.5,27.4,7.62
COG,2011,2185,6.8,28,7.84
COG,2012,2158,7.1,28.6,8.04
COG,2013,2208,7.4,29.1,8.3
COG,2014,2221,7.7,29.7,8.53
COG,2015,2294,8,30.3,8.78
COG,2016,2229,8.4,30.9,9.02
COK,1990,,33.9,71.4,19.47
COK,1991,,34.7,72,21.08
COK,1992,,35.6,72.6,21.41
COK,1993,,36.5,73.1,21.74
COK,1994,,37.4,73.7,22.05
COK,1995,,38.3,74.2,22.32
COK,1996,,39.2,74.8,22.58
COK,1997,,40.1,75.4,19.88
COK,1998,,41.1,76,23.1
COK,1999,,42.1,76.6,23.35
COK,2000,,43.1,77.2,23.63
COK,2001,,44,77.9,23.82
COK,2002,,45,78.5,24.17
COK,2003,,46,79.1,24.51
COK,2004,,46.9,79.7,24.87
COK,2005,,47.8,80.3,25.1
COK,2006,,48.7,80.9,24.98
COK,2007,,49.5,81.4,24.93
COK,2008,,50.3,81.8,24.9
COK,2009,,51.1,82.3,24.91
COK,2010,,51.8,82.7,24.94
COK,2011,,52.4,83.1,25.06
COK,2012,,53,83.4,25.14
COK,2013,,53.6,83.8,25.2
COK,2014,,54.2,84.1,25.31
COK,2015,,54.7,84.4,25.42
COK,2016,,55.3,84.7,25.6
CRI,1990,2742,8.6,38.8,8.92
CRI,1991,2727,9,39.7,9.06
CRI,1992,2710,9.5,40.6,9.16
CRI,1993,2749,10,41.5,9.29
CRI,1994,2744,10.6,42.3,9.47
CRI,1995,2771,11.1,43.2,9.61
CRI,1996,2713,11.6,44.1,9.63
CRI,1997,2718,12.2,45,9.63
CRI,1998,2759,12.7,45.9,9.83
CRI,1999,2803,13.3,46.8,10
CRI,2000,2800,13.8,47.7,10.15
CRI,2001,2801,14.4,48.6,10.32
CRI,2002,2765,15,49.5,10.42
CRI,2003,2749,15.7,50.4,10.57
CRI,2004,2761,16.4,51.3,10.69
CRI,2005,2813,17.1,52.2,10.69
CRI,2006,2873,17.8,53.2,10.75
CRI,2007,2858,18.5,54.1,10.55
CRI,2008,2844,19.2,55,10.64
CRI,2009,2843,20,55.9,10.69
CRI,2010,2848,20.8,56.7,10.77
CRI,2011,2882,21.6,57.6,10.72
CRI,2012,2850,22.4,58.4,10.72
CRI,2013,2848,23.2,59.2,10.74
CRI,2014,2890,24,60,10.77
CRI,2015,2896,24.8,60.8,10.83
CRI,2016,2978,25.7,61.6,10.87
CIV,1990,2566,2.8,17,3.59
CIV,1991,2583,2.9,17.4,3.56
CIV,1992,2589,3,17.8,3.53
CIV,1993,2517,3.2,18.3,3.51
CIV,1994,2539,3.3,18.7,3.48
CIV,1995,2573,3.4,19.1,3.47
CIV,1996,2609,3.6,19.6,3.47
CIV,1997,2672,3.8,20.1,3.48
CIV,1998,2640,3.9,20.6,3.52
CIV,1999,2645,4.1,21.1,3.58
CIV,2000,2612,4.3,21.6,3.67
CIV,2001,2625,4.5,22.1,3.74
CIV,2002,2666,4.8,22.7,3.81
CIV,2003,2688,5,23.2,3.87
CIV,2004,2738,5.3,23.8,3.95
CIV,2005,2787,5.5,24.4,4.06
CIV,2006,2783,5.8,25,4.2
CIV,2007,2792,6.1,25.7,4.3
CIV,2008,2739,6.4,26.3,4.45
CIV,2009,2727,6.7,26.9,4.58
CIV,2010,2737,7,27.6,4.68
CIV,2011,2784,7.3,28.2,4.79
CIV,2012,2780,7.6,28.9,5.01
CIV,2013,2799,8,29.6,5.22
CIV,2014,2625,8.3,30.3,5.39
CIV,2015,2762,8.7,30.9,5.59
CIV,2016,2693,9,31.6,5.69
HRV,1992,2312,16.2,47.7,11.89
HRV,1993,2240,16.6,48.2,12.21
HRV,1994,2368,16.9,48.6,12.39
HRV,1995,2546,17.3,49.1,12.17
HRV,1996,2552,17.7,49.5,12.42
HRV,1997,2529,18.1,50,12.5
HRV,1998,2517,18.4,50.4,12.57
HRV,1999,2543,18.8,50.9,12.64
HRV,2000,2556,19.2,51.4,12.73
HRV,2001,2738,19.6,51.8,12.77
HRV,2002,2820,20,52.3,12.8
HRV,2003,2868,20.4,52.8,12.86
HRV,2004,2943,20.9,53.3,12.84
HRV,2005,2980,21.3,53.8,12.98
HRV,2006,3070,21.8,54.3,13.13
HRV,2007,3077,22.3,54.9,13.37
HRV,2008,3109,22.8,55.4,13.52
HRV,2009,3058,23.3,55.9,13.62
HRV,2010,2971,23.8,56.4,13.86
HRV,2011,2997,24.4,57,13.93
HRV,2012,2995,24.9,57.5,14.01
HRV,2013,3059,25.4,58,14.05
HRV,2014,2977,26,58.6,14.12
HRV,2015,3047,26.5,59.1,14.27
HRV,2016,3128,27.1,59.6,14.21
HRV,1990,,15.4,46.8,12.47
HRV,1991,,15.8,47.3,11.62
CUB,1990,2920,12.4,42.5,9.69
CUB,1991,2736,12.8,43.2,9.57
CUB,1992,2503,13.2,43.9,9.49
CUB,1993,2321,13.7,44.5,9.39
CUB,1994,2361,14.2,45.2,9.31
CUB,1995,2325,14.7,45.8,9.32
CUB,1996,2447,15.2,46.4,9.33
CUB,1997,2563,15.8,47.1,9.23
CUB,1998,2651,16.3,47.7,9.19
CUB,1999,2898,16.9,48.3,9.07
CUB,2000,3031,17.5,48.9,8.94
CUB,2001,3076,18.1,49.6,8.99
CUB,2002,3154,18.6,50.2,9.09
CUB,2003,3246,19.2,50.8,9.33
CUB,2004,3346,19.7,51.4,9.53
CUB,2005,3254,20.3,52,9.76
CUB,2006,3260,20.9,52.6,9.95
CUB,2007,3251,21.4,53.2,10.12
CUB,2008,3120,22,53.8,10.24
CUB,2009,3233,22.5,54.4,10.3
CUB,2010,3160,23.1,55,10.4
CUB,2011,3285,23.7,55.6,10.38
CUB,2012,3346,24.3,56.2,10.47
CUB,2013,3409,24.9,56.8,10.58
CUB,2014,3353,25.5,57.3,10.65
CUB,2015,3354,26.1,57.9,10.74
CUB,2016,3426,26.7,58.5,10.84
CYP,1990,2689,12.5,46.8,7.7
CYP,1991,2745,12.9,47.5,7.78
CYP,1992,2787,13.4,48.1,7.87
CYP,1993,2799,13.8,48.7,8.02
CYP,1994,2812,14.2,49.3,8.2
CYP,1995,2823,14.6,49.9,8.4
CYP,1996,2724,15,50.4,8.57
CYP,1997,2721,15.4,51,8.74
CYP,1998,2727,15.8,51.5,8.84
CYP,1999,2709,16.1,52,9.05
CYP,2000,2676,16.5,52.5,9.17
CYP,2001,2648,16.9,53,9.24
CYP,2002,2638,17.2,53.5,9.35
CYP,2003,2611,17.6,54,9.43
CYP,2004,2601,18,54.4,9.47
CYP,2005,2565,18.3,54.9,9.44
CYP,2006,2559,18.7,55.3,9.48
CYP,2007,2639,19,55.7,9.46
CYP,2008,2657,19.4,56.1,9.35
CYP,2009,2630,19.8,56.5,9.2
CYP,2010,2671,20.1,56.9,9.08
CYP,2011,2683,20.5,57.3,8.98
CYP,2012,2640,20.9,57.7,8.92
CYP,2013,2649,21.3,58,8.9
CYP,2014,2995,21.7,58.4,8.89
CYP,2015,3051,22.2,58.8,8.85
CYP,2016,3037,22.6,59.1,8.85
CZE,1993,3037,20.5,54.9,13.85
CZE,1994,2978,20.7,55.1,13.91
CZE,1995,3209,20.9,55.4,13.99
CZE,1996,3319,21.1,55.7,14.05
CZE,1997,3236,21.3,55.9,14.14
CZE,1998,3269,21.6,56.2,14.17
CZE,1999,3118,21.9,56.5,14.2
CZE,2000,3079,22.1,56.8,14.25
CZE,2001,3170,22.5,57.1,14.4
CZE,2002,3243,22.8,57.4,14.2
CZE,2003,3319,23.2,57.7,14.15
CZE,2004,3322,23.6,58.1,14.11
CZE,2005,3318,23.9,58.4,14.09
CZE,2006,3279,24.3,58.8,14.07
CZE,2007,3261,24.7,59.1,14.11
CZE,2008,3268,25,59.5,14.15
CZE,2009,3276,25.4,59.8,14.21
CZE,2010,3276,25.8,60.2,14.26
CZE,2011,3251,26.2,60.6,14.38
CZE,2012,3243,26.6,60.9,14.45
CZE,2013,3256,27.1,61.3,14.55
CZE,2014,3197,27.6,61.6,14.56
CZE,2015,3122,28,62,14.61
CZE,2016,3239,28.5,62.3,14.62
CZE,1990,,19.9,54,13.52
CZE,1991,,20.1,54.3,13.62
CZE,1992,,20.3,54.6,13.77
COD,1990,,1.6,13.1,4.04
COD,1991,,1.6,13.4,4.03
COD,1992,,1.7,13.8,4
COD,1993,,1.8,14.2,3.92
COD,1994,,1.9,14.5,3.86
COD,1995,,2,14.9,3.84
COD,1996,,2.1,15.3,3.65
COD,1997,,2.2,15.7,3.6
COD,1998,,2.3,16.1,3.5
COD,1999,,2.5,16.5,3.4
COD,2000,,2.6,17,3.33
COD,2001,,2.7,17.4,3.26
COD,2002,,2.9,17.9,3.14
COD,2003,,3,18.3,3.1
COD,2004,,3.1,18.8,3.05
COD,2005,,3.3,19.3,3.01
COD,2006,,3.5,19.8,2.99
COD,2007,,3.6,20.3,2.96
COD,2008,,3.8,20.8,2.95
COD,2009,,4,21.3,2.94
COD,2010,,4.2,21.8,2.99
COD,2011,,4.4,22.4,3.09
COD,2012,,4.6,23,3.25
COD,2013,,4.8,23.5,3.46
COD,2014,,5.1,24.1,3.7
COD,2015,,5.3,24.7,3.92
COD,2016,,5.6,25.3,4.15
DNK,1990,3161,11.5,44.6,7.53
DNK,1991,3227,11.8,45.1,7.51
DNK,1992,3338,12.1,45.6,7.52
DNK,1993,3339,12.5,46.1,7.53
DNK,1994,3315,12.8,46.6,7.49
DNK,1995,3395,13.2,47.1,7.44
DNK,1996,3294,13.5,47.6,7.42
DNK,1997,3365,13.9,48,7.44
DNK,1998,3395,14.3,48.5,7.45
DNK,1999,3332,14.7,48.9,7.53
DNK,2000,3313,15.1,49.3,7.45
DNK,2001,3335,15.5,49.7,7.45
DNK,2002,3373,15.9,50.2,7.45
DNK,2003,3343,16.3,50.6,7.41
DNK,2004,3382,16.8,51,7.37
DNK,2005,3414,17.2,51.4,7.31
DNK,2006,3407,17.5,51.7,7.3
DNK,2007,3445,17.9,52.1,7.26
DNK,2008,3326,18.3,52.5,7.19
DNK,2009,3340,18.7,52.9,7.19
DNK,2010,3398,19,53.3,7.18
DNK,2011,3348,19.4,53.6,7.15
DNK,2012,3331,19.8,54,7.14
DNK,2013,3367,20.1,54.3,7.14
DNK,2014,3355,20.5,54.7,7.14
DNK,2015,3342,20.9,55.1,7.17
DNK,2016,3368,21.3,55.4,7.22
DJI,1990,1613,6.1,28,1.81
DJI,1991,1507,6.3,28.5,1.77
DJI,1992,1506,6.4,28.9,1.72
DJI,1993,1574,6.6,29.3,1.84
DJI,1994,1596,6.8,29.6,1.81
DJI,1995,1707,7,30,1.92
DJI,1996,1691,7.2,30.4,1.96
DJI,1997,1757,7.3,30.8,1.99
DJI,1998,1855,7.5,31.2,2.06
DJI,1999,1901,7.7,31.5,2.13
DJI,2000,1993,7.9,31.9,2.2
DJI,2001,1982,8.1,32.3,2.31
DJI,2002,2054,8.3,32.7,2.47
DJI,2003,2094,8.6,33.1,2.64
DJI,2004,2136,8.8,33.5,2.88
DJI,2005,2265,9,33.9,3.07
DJI,2006,2314,9.2,34.3,3.17
DJI,2007,2414,9.4,34.7,3.39
DJI,2008,2447,9.7,35.1,3.55
DJI,2009,2466,9.9,35.5,3.68
DJI,2010,2467,10.2,35.9,3.88
DJI,2011,2504,10.5,36.4,4.06
