iso_code,year,consumption_per_smoker_per_day,"death_rate_per_100,000_people",deaths,share_of_adults_who_smoke
WSM,2006,19.6,186.95,216,24
WSM,2007,19.700001,185.45,217,23.299999
WSM,2008,19.9,184.07,219,22.799999
WSM,2009,20.1,182.88,220,22.4
WSM,2010,20.1,181.49,222,22.4
WSM,2011,20.1,180.16,223,22.4
WSM,2012,20,178.86,224,22.4
STP,1980,14.1,,,3.7
STP,1981,13.9,,,3.5999999
STP,1982,13.6,,,3.5999999
STP,1983,13.2,,,3.5999999
STP,1984,12.4,,,3.5999999
STP,1985,11.8,,,3.5
STP,1986,11,,,3.5
STP,1987,10.1,,,3.4000001
STP,1988,9.1999998,,,3.4000001
STP,1989,8.8000002,,,3.4000001
STP,1990,8.3000002,36.47,23,3.4000001
STP,1991,7.9000001,36.42,23,3.4000001
STP,1992,7.5,36.6,24,3.4000001
STP,1993,7.1999998,36.5,24,3.3
STP,1994,6.9000001,36.5,24,3.3
STP,1995,6.5999999,37.3,25,3.3
STP,1996,6.4000001,38.44,26,3.2
STP,1997,6.1999998,39.56,27,3.2
STP,1998,6,40.9,28,3.0999999
STP,1999,5.6999998,41.25,29,3.0999999
STP,2000,5.5999999,41.42,29,3
STP,2001,5.4000001,42.09,30,3
STP,2002,5.1999998,42.91,31,3
STP,2003,5,43.4,31,3.0999999
STP,2004,5,44.38,32,3.0999999
STP,2005,4.9000001,43.97,32,3.0999999
STP,2006,5,44.95,33,3.0999999
STP,2007,5.0999999,45.1,34,3.0999999
STP,2008,5.3000002,45.16,34,3.2
STP,2009,5.5999999,45.77,35,3.2
STP,2010,5.8000002,46.14,36,3.2
STP,2011,6.0999999,46.02,36,3.3
STP,2012,6.4000001,46.51,37,3.3
SAU,1980,74,,,7.3000002
SAU,1981,76.300003,,,7.0999999
SAU,1982,78.699997,,,6.9000001
SAU,1983,81,,,6.5999999
SAU,1984,82.900002,,,6.4000001
SAU,1985,83.599998,,,6.3000002
SAU,1986,82.5,,,6.3000002
SAU,1987,79.099998,,,6.5
SAU,1988,70.599998,,,7.1999998
SAU,1989,61.900002,,,8.1999998
SAU,1990,54.299999,74.06,4275,9.3000002
SAU,1991,50.200001,74.1,4435,10.1
SAU,1992,47.200001,73.88,4588,10.8
SAU,1993,45,73.72,4758,11.4
SAU,1994,43.299999,73.62,4941,11.9
SAU,1995,42,73.44,5124,12.3
SAU,1996,40.700001,73.13,5285,12.6
SAU,1997,40.200001,72.59,5440,12.7
SAU,1998,39.700001,72.07,5609,12.8
SAU,1999,39.099998,71.71,5804,12.9
SAU,2000,38.599998,71.24,5990,13
SAU,2001,38,70.61,6147,13.2
SAU,2002,37.5,70.58,6378,13.4
SAU,2003,37.200001,71.37,6726,13.5
SAU,2004,36.799999,71.9,7060,13.7
SAU,2005,36.700001,72.88,7508,13.8
SAU,2006,36.400002,73.68,7877,14
SAU,2007,36.099998,74.26,8228,14.1
SAU,2008,35.700001,74.64,8590,14.3
SAU,2009,35.400002,74.23,8860,14.5
SAU,2010,35.200001,73.76,9145,14.6
SAU,2011,35.099998,72.4,9278,14.8
SAU,2012,35,70.86,9435,15
SEN,1980,21,,,10.9
SEN,1981,21.299999,,,10.9
SEN,1982,21.1,,,10.8
SEN,1983,21.200001,,,10.8
SEN,1984,21.4,,,10.8
SEN,1985,21.4,,,10.8
SEN,1986,21.4,,,10.7
SEN,1987,21,,,10.6
SEN,1988,20.700001,,,10.6
SEN,1989,20.299999,,,10.5
SEN,1990,20,69.1,2281,10.5
SEN,1991,19.700001,68.53,2323,10.5
SEN,1992,19.4,67.47,2347,10.4
SEN,1993,19.1,66.58,2375,10.4
SEN,1994,18.9,65.94,2425,10.4
SEN,1995,18.4,63.18,2394,10.4
SEN,1996,18,60.62,2369,10.4
SEN,1997,17.799999,59.08,2372,10.2
SEN,1998,17.299999,57.99,2392,10
SEN,1999,16.700001,56.95,2427,9.6999998
SEN,2000,16.1,54.24,2371,9.5
SEN,2001,15.4,62.25,2852,9.3000002
SEN,2002,14.9,61.36,2884,9.1000004
SEN,2003,14.3,57.39,2754,8.8999996
SEN,2004,13.8,57.74,2858,8.5
SEN,2005,13.4,56.43,2877,8.1999998
SEN,2006,13,54.53,2858,7.9000001
SEN,2007,12.6,53.54,2883,7.5999999
SEN,2008,12.3,52.9,2913,7.4000001
SEN,2009,12,53.06,3011,7.1999998
SEN,2010,11.7,48.42,2814,7.0999999
SEN,2011,11.5,48.09,2879,7
SEN,2012,11.2,46.59,2858,7
SRB,1980,14.5,,,22.799999
SRB,1981,14.5,,,22.9
SRB,1982,14.6,,,22.9
SRB,1983,14.7,,,23
SRB,1984,14.9,,,23.1
SRB,1985,15.1,,,23.200001
SRB,1986,15.3,,,23.299999
SRB,1987,15.6,,,23.299999
SRB,1988,15.9,,,23.4
SRB,1989,16.200001,,,23.4
SRB,1990,16.5,175.09,19805,23.5
SRB,1991,17,173.98,20072,23.700001
SRB,1992,18,179.57,21083,24.299999
SRB,1993,19.6,185.31,22227,25.200001
SRB,1994,21.200001,190.39,23309,26.200001
SRB,1995,22.6,196.23,24359,27.299999
SRB,1996,23.9,202.71,25504,28.4
SRB,1997,24.9,210.49,26763,29.200001
SRB,1998,25.700001,193.07,24753,29.9
SRB,1999,26.6,190.61,24773,30.9
SRB,2000,27.1,193.34,25492,31.4
SRB,2001,27.4,186.77,24885,31.6
SRB,2002,27.4,184.67,24826,31.4
SRB,2003,27.299999,185.95,25309,31.1
SRB,2004,27.1,186.9,25696,30.5
SRB,2005,26.799999,189.01,26237,29.799999
SRB,2006,26.4,185.64,26029,29.1
SRB,2007,25.9,182.58,25872,28.4
SRB,2008,25.299999,182.51,26166,27.700001
SRB,2009,24.799999,179.11,25866,27.299999
SRB,2010,24.299999,173.66,25266,27
SRB,2011,23.9,169.2,24900,26.700001
SRB,2012,23.5,166.03,24688,26.5
SYC,1980,20.9,,,17.799999
SYC,1981,20.1,,,17.6
SYC,1982,19.6,,,17.6
SYC,1983,19.200001,,,17.700001
SYC,1984,18.9,,,17.700001
SYC,1985,18.299999,,,17.6
SYC,1986,17.9,,,17.5
SYC,1987,17.6,,,17.4
SYC,1988,17.299999,,,17.299999
SYC,1989,16.4,,,17.1
SYC,1990,15.3,135.07,76,16.799999
SYC,1991,14.3,133.99,76,16.700001
SYC,1992,13.1,134.42,77,16.5
SYC,1993,12,134.05,78,16.299999
SYC,1994,11.3,135.48,80,16.299999
SYC,1995,10.8,133.6,81,16.200001
SYC,1996,10.4,131.51,81,16.1
SYC,1997,9.6999998,126.78,79,15.9
SYC,1998,9,122.71,78,15.7
SYC,1999,8.5,119.14,77,15.6
SYC,2000,8,113.38,75,15.5
SYC,2001,7.5999999,111.86,75,15.5
SYC,2002,7.3000002,115.01,79,15.5
SYC,2003,7.1999998,118.68,83,15.6
SYC,2004,7.0999999,116.54,83,15.7
SYC,2005,6.9000001,119.81,87,15.8
SYC,2006,6.5999999,118.02,88,15.9
SYC,2007,6.1999998,114.75,87,15.9
SYC,2008,5.9000001,113.46,88,15.9
SYC,2009,5.5,112.82,89,15.9
SYC,2010,5.0999999,106.16,87,15.9
SYC,2011,4.5999999,101.05,85,15.8
SYC,2012,4.1999998,102.92,88,15.7
SLE,1980,7.3000002,,,18.799999
SLE,1981,7.3000002,,,18.700001
SLE,1982,7.1999998,,,18.6
SLE,1983,7.0999999,,,18.6
SLE,1984,7.0999999,,,18.5
SLE,1985,7,,,18.4
SLE,1986,6.9000001,,,18.299999
SLE,1987,6.8000002,,,18.200001
SLE,1988,6.6999998,,,18.1
SLE,1989,6.5999999,,,18
SLE,1990,6.5,108,2032,17.9
SLE,1991,6.3000002,103.2,1953,17.799999
SLE,1992,6.1999998,99.38,1898,17.700001
SLE,1993,6,95.09,1835,17.6
SLE,1994,5.9000001,90.45,1765,17.5
SLE,1995,5.6999998,87.97,1739,17.4
SLE,1996,5.5,85.43,1708,17.4
SLE,1997,5.3000002,83.98,1697,17.299999
SLE,1998,5,81.7,1671,17.200001
SLE,1999,4.8000002,79.42,1649,17.200001
SLE,2000,4.5999999,78.09,1651,17.200001
SLE,2001,4.4000001,77.62,1674,17.200001
SLE,2002,4.3000002,77.36,1700,17.200001
SLE,2003,4.3000002,77.3,1733,17.299999
SLE,2004,4.3000002,76.76,1755,17.299999
SLE,2005,4.3000002,77.09,1804,17.4
SLE,2006,4.3000002,76.42,1828,17.4
SLE,2007,4.4000001,75.87,1862,17.5
SLE,2008,4.4000001,73.66,1848,17.5
SLE,2009,4.4000001,72.66,1875,17.5
SLE,2010,4.4000001,72.25,1924,17.6
SLE,2011,4.4000001,71.05,1946,17.6
SLE,2012,4.5,69.85,1973,17.6
SGP,1980,28.700001,,,17.4
SGP,1981,27.799999,,,17.200001
SGP,1982,27.200001,,,17
SGP,1983,26.6,,,16.9
SGP,1984,26,,,16.700001
SGP,1985,25.5,,,16.6
SGP,1986,25.200001,,,16.5
SGP,1987,24.799999,,,16.4
SGP,1988,24.6,,,16.200001
SGP,1989,24.200001,,,16
SGP,1990,23.799999,133.54,2723,15.9
SGP,1991,23.5,127.54,2707,15.8
SGP,1992,23.200001,120.15,2659,15.7
SGP,1993,22.9,114.43,2625,15.5
SGP,1994,22.6,111.99,2663,15.3
SGP,1995,22.299999,108.2,2674,15.1
SGP,1996,22.1,103.84,2669,14.9
SGP,1997,21.9,98.19,2617,14.7
SGP,1998,21.9,94.36,2622,14.5
SGP,1999,22.1,88.21,2540,14.2
SGP,2000,22.1,82.84,2482,14
SGP,2001,22.200001,77.98,2439,13.8
SGP,2002,22.200001,74.67,2422,13.7
SGP,2003,22.1,71.24,2374,13.5
SGP,2004,21.9,67.61,2345,13.4
SGP,2005,21.4,63.79,2314,13.4
SGP,2006,20.9,60.53,2300,13.3
SGP,2007,20.299999,58.72,2354,13.3
SGP,2008,19.799999,56.06,2389,13.3
SGP,2009,19.4,53.03,2385,13.3
SGP,2010,18.9,50.92,2406,13.2
SGP,2011,18.5,48.75,2428,13.2
SGP,2012,18.1,46.88,2467,13.1
SVK,1980,25.9,,,24.4
SVK,1981,25.799999,,,24.4
SVK,1982,25.799999,,,24.299999
SVK,1983,25.799999,,,24.299999
SVK,1984,25.799999,,,24.299999
SVK,1985,25.799999,,,24.200001
SVK,1986,25.799999,,,24.200001
SVK,1987,25.9,,,24.1
SVK,1988,25.9,,,24.1
SVK,1989,25.9,,,24
SVK,1990,25.9,183,10915,24
SVK,1991,25.9,177.14,10668,24
SVK,1992,25.9,172.92,10515,24
SVK,1993,25.9,165.76,10193,24.1
SVK,1994,25.9,158.31,9854,24.200001
SVK,1995,25.799999,157.72,9926,24.299999
SVK,1996,25.799999,150.6,9583,24.5
SVK,1997,25.9,151.98,9765,24.4
SVK,1998,26,150.99,9792,24.299999
SVK,1999,26.1,145.68,9557,24.299999
SVK,2000,26.200001,139.53,9279,24.200001
SVK,2001,26.4,135.01,9112,24.200001
SVK,2002,26.5,131.02,8987,24.1
SVK,2003,26.700001,127.26,8878,24
SVK,2004,27.200001,121.33,8600,23.700001
SVK,2005,27.6,122.39,8796,23.5
SVK,2006,28.1,118.61,8638,23
SVK,2007,28.700001,117.89,8706,22.6
SVK,2008,29.200001,114.49,8585,22.200001
SVK,2009,29.700001,110.59,8429,22
SVK,2010,29.799999,105.87,8215,22.1
SVK,2011,29.700001,103.24,8163,22.200001
SVK,2012,29.700001,99.48,8017,22.4
SVN,1980,34.799999,,,30.299999
SVN,1981,34.400002,,,29.9
SVN,1982,34.099998,,,29.6
SVN,1983,33.799999,,,29.299999
SVN,1984,33.5,,,29
SVN,1985,33.200001,,,28.6
SVN,1986,33,,,28.200001
SVN,1987,32.700001,,,27.700001
SVN,1988,32.599998,,,27.299999
SVN,1989,32.400002,,,26.9
SVN,1990,32.299999,127.34,3115,26.5
SVN,1991,32.200001,126.29,3137,26.200001
SVN,1992,32.099998,124.94,3154,26
SVN,1993,32,123.94,3183,25.700001
SVN,1994,31.700001,122.65,3204,25.299999
SVN,1995,31.5,121,3217,25
SVN,1996,31.1,119.02,3217,24.6
SVN,1997,30.6,118.28,3257,24.299999
SVN,1998,30.1,116.69,3275,24
SVN,1999,29.6,112.71,3222,23.6
SVN,2000,29.200001,107.36,3127,23.1
SVN,2001,28.9,106.37,3161,22.700001
SVN,2002,28.700001,100.36,3047,22.200001
SVN,2003,28.4,98.94,3073,21.799999
SVN,2004,28.1,92.99,2957,21.5
SVN,2005,27.700001,86.11,2795,21.299999
SVN,2006,27.299999,85.59,2830,21.200001
SVN,2007,26.700001,82.9,2802,21.200001
SVN,2008,25.9,79.95,2764,21.4
SVN,2009,25.200001,76.85,2715,21.799999
SVN,2010,24.9,75.57,2728,22
SVN,2011,24.799999,73.09,2696,22.1
SVN,2012,24.700001,73.26,2759,22.200001
SLB,1980,5,,,29
SLB,1981,5,,,29
SLB,1982,5,,,29
SLB,1983,5,,,29
SLB,1984,4.9000001,,,28.9
SLB,1985,4.8000002,,,28.9
SLB,1986,4.6999998,,,28.799999
SLB,1987,4.5999999,,,28.700001
SLB,1988,4.4000001,,,28.5
SLB,1989,4.3000002,,,28.4
SLB,1990,4.1999998,395.3,540,28.4
SLB,1991,4.0999999,393.96,557,28.4
SLB,1992,4,390.18,571,28.299999
SLB,1993,3.9000001,385.96,585,28.299999
SLB,1994,3.9000001,381.79,599,28.4
SLB,1995,3.8,376.98,611,28.4
SLB,1996,3.8,373.1,624,28.5
SLB,1997,3.7,369.56,639,28.4
SLB,1998,3.7,365.66,654,28.4
SLB,1999,3.5999999,360.73,665,28.4
SLB,2000,3.5,358.09,681,28.299999
SLB,2001,3.4000001,355.42,696,28.299999
SLB,2002,3.3,350.64,706,28.200001
SLB,2003,3.2,347.12,720,28
SLB,2004,3.2,343.49,732,27.9
SLB,2005,3.0999999,340.96,745,27.700001
SLB,2006,3.0999999,339.58,761,27.5
SLB,2007,3.2,334.56,769,27.200001
SLB,2008,3.2,321.05,754,26.9
SLB,2009,3.3,324.64,783,26.799999
SLB,2010,3.3,321.14,792,26.799999
SLB,2011,3.4000001,327.08,828,26.799999
SLB,2012,3.4000001,327.76,851,26.799999
SOM,1980,21.799999,,,11.3
SOM,1981,21.799999,,,11.2
SOM,1982,21.799999,,,11.2
SOM,1983,21.799999,,,11.2
SOM,1984,21.799999,,,11.2
SOM,1985,21.9,,,11.1
SOM,1986,21.9,,,11.1
SOM,1987,22,,,11.1
SOM,1988,22,,,11.1
SOM,1989,22.1,,,11
SOM,1990,22.1,113.53,2918,11
SOM,1991,22.200001,112.74,2974,11
SOM,1992,22.200001,112.28,3072,11
SOM,1993,22.299999,111.36,3158,11
SOM,1994,22.299999,110.86,3258,11
SOM,1995,22.299999,110.59,3368,10.9
SOM,1996,22.299999,109.77,3452,10.9
SOM,1997,22.700001,108.83,3536,10.7
SOM,1998,23.1,107.69,3614,10.5
SOM,1999,23.4,105.81,3660,10.4
SOM,2000,23.700001,103.95,3708,10.2
SOM,2001,24,101.59,3739,10.1
SOM,2002,24.200001,100.07,3808,10.1
SOM,2003,24.5,98.3,3870,10
SOM,2004,24.799999,96.68,3936,9.8999996
SOM,2005,25,94.85,3996,9.8999996
SOM,2006,25.299999,92.73,4041,9.8000002
SOM,2007,25.6,91.74,4150,9.8000002
SOM,2008,25.799999,90.62,4249,9.6999998
SOM,2009,26.1,89.37,4332,9.6999998
SOM,2010,26.299999,87.97,4399,9.6999998
SOM,2011,26.5,86.61,4473,9.6000004
SOM,2012,26.6,85.04,4547,9.6000004
ZAF,1980,22.6,,,23.700001
ZAF,1981,22.1,,,23.5
ZAF,1982,21.799999,,,23.4
ZAF,1983,21.5,,,23.299999
ZAF,1984,21.1,,,23.200001
ZAF,1985,20.799999,,,23.200001
ZAF,1986,20.5,,,23.1
ZAF,1987,20.200001,,,23.1
ZAF,1988,19.6,,,23
ZAF,1989,19,,,22.799999
ZAF,1990,18.4,142.89,29791,22.799999
ZAF,1991,17.799999,144.14,31037,22.700001
ZAF,1992,17.299999,149.23,33164,22.799999
ZAF,1993,16.799999,143.84,32618,22.799999
ZAF,1994,16.1,150.34,35008,22.700001
ZAF,1995,15.4,153.76,36753,22.6
ZAF,1996,14.7,164.06,40012,22.5
ZAF,1997,14.3,181.98,45702,22
ZAF,1998,13.9,184.22,47466,21.5
ZAF,1999,13.8,173.69,45804,20.6
ZAF,2000,13.7,174.17,47282,19.6
ZAF,2001,13.7,165.68,46014,18.700001
ZAF,2002,13.6,160.8,45852,17.9
ZAF,2003,13.6,156.94,45993,17.1
ZAF,2004,13.6,149.52,44952,16.200001
ZAF,2005,13.6,144.15,44347,15.5
ZAF,2006,13.5,141.56,44628,14.9
ZAF,2007,13.2,134.04,43069,14.5
ZAF,2008,12.7,128.19,42090,14.4
ZAF,2009,12.4,123.13,41282,14.5
ZAF,2010,12.1,118.4,40469,14.6
ZAF,2011,11.9,110.99,38705,14.7
ZAF,2012,11.8,104.29,37262,14.9
KOR,1980,22.700001,,,34.099998
KOR,1981,22.799999,,,34.200001
KOR,1982,22.9,,,34.299999
KOR,1983,23,,,34.299999
KOR,1984,23.1,,,34.299999
KOR,1985,23.200001,,,34.299999
KOR,1986,23.200001,,,34.299999
KOR,1987,23.200001,,,34.299999
KOR,1988,23.200001,,,34.200001
KOR,1989,23.200001,,,34.099998
KOR,1990,23.200001,151.43,41631,33.900002
KOR,1991,23.4,147.11,41720,33.599998
KOR,1992,23.5,140.4,40964,33.200001
KOR,1993,23.700001,136.18,40893,32.900002
KOR,1994,23.6,134.05,41601,32.799999
KOR,1995,23.5,128.01,41050,32.700001
KOR,1996,23.5,124.23,41212,32.5
KOR,1997,23.5,121.75,41687,32.099998
KOR,1998,23.6,120.76,42612,31.6
KOR,1999,23.9,119.4,43389,31
KOR,2000,24.1,116.06,43659,30.299999
KOR,2001,24.4,111.01,43319,29.700001
KOR,2002,24.700001,107.02,43455,29
KOR,2003,25,102.79,43487,28.299999
KOR,2004,25.200001,98.66,43495,27.700001
KOR,2005,25.5,93.94,43095,27
KOR,2006,25.6,89.58,42911,26.4
KOR,2007,25.700001,85.59,43025,25.799999
KOR,2008,25.700001,81.92,43144,25.299999
KOR,2009,25.700001,78.65,43394,24.799999
KOR,2010,25.6,76.22,43990,24.4
KOR,2011,25.4,73.58,44360,24.1
KOR,2012,25,71.11,45031,24
ESP,1980,21.5,,,34.200001
ESP,1981,21.5,,,34.099998
ESP,1982,21.6,,,34
ESP,1983,21.6,,,33.900002
ESP,1984,21.700001,,,33.900002
ESP,1985,21.799999,,,34
ESP,1986,21.799999,,,34.099998
ESP,1987,21.6,,,34.299999
ESP,1988,21.4,,,34.5
ESP,1989,21,,,35
ESP,1990,20.6,120.21,65118,35.200001
ESP,1991,20.5,119.3,66091,35.099998
ESP,1992,20.6,116.65,66059,34.700001
ESP,1993,21,114.91,66613,34.200001
ESP,1994,21.4,113,67054,33.5
ESP,1995,21.9,112.63,68339,32.700001
ESP,1996,22.299999,111.29,69211,31.9
ESP,1997,22.700001,107.82,68624,31.299999
ESP,1998,22.9,107.01,69770,30.700001
ESP,1999,23,106.45,70986,30.200001
ESP,2000,22.9,101.59,69086,29.799999
ESP,2001,22.799999,98.31,68493,29.4
ESP,2002,22.6,96.45,68782,29
ESP,2003,22.6,95.01,69320,28.299999
ESP,2004,22.4,91.74,68453,27.9
ESP,2005,22.200001,89.91,68500,27.4
ESP,2006,22,86.63,67444,26.799999
ESP,2007,21.700001,85.21,67799,26.200001
ESP,2008,21.4,82.99,67461,25.700001
ESP,2009,21.200001,80.34,66730,25.299999
ESP,2010,20.9,77.95,66000,25
ESP,2011,20.5,76.61,66284,24.799999
ESP,2012,20,75.57,66581,24.700001
LKA,1980,12.7,,,13.4
LKA,1981,12.3,,,13.3
LKA,1982,11.9,,,13.2
LKA,1983,11.5,,,13.2
LKA,1984,11.2,,,13.2
LKA,1985,10.8,,,13.1
LKA,1986,10.5,,,13.1
LKA,1987,10.3,,,13.1
LKA,1988,10.1,,,13
LKA,1989,9.8999996,,,13
LKA,1990,9.6999998,109.9,10452,13
LKA,1991,9.5,100.64,9811,12.9
LKA,1992,9.3000002,97.72,9853,12.9
LKA,1993,9.1000004,91.9,9679,12.8
LKA,1994,8.8000002,92.06,10113,12.7
LKA,1995,8.6000004,93.85,10739,12.7
LKA,1996,8.3999996,93.1,10997,12.6
LKA,1997,8.3000002,96.71,11782,12.5
LKA,1998,8.1000004,92.05,11514,12.4
LKA,1999,8.1000004,90.81,11721,12.3
LKA,2000,8,89.13,11874,12.2
LKA,2001,8,84.06,11489,12
LKA,2002,8.1000004,80.82,11322,11.9
LKA,2003,8.1999998,81.05,11686,11.7
LKA,2004,8.3000002,78.59,11610,11.6
LKA,2005,8.3000002,77.51,11777,11.5
LKA,2006,8.3999996,76.4,11860,11.5
LKA,2007,8.3000002,74.34,11850,11.5
LKA,2008,8.1999998,73.66,12124,11.6
LKA,2009,8.1999998,69.01,11696,11.7
LKA,2010,8.1000004,67.44,11811,11.8
LKA,2011,8,66.59,12072,11.9
LKA,2012,7.9000001,64.61,12055,12
SDN,1980,16.9,,,5.6999998
SDN,1981,16.799999,,,5.6999998
SDN,1982,16.700001,,,5.6999998
SDN,1983,16.6,,,5.6999998
SDN,1984,16.4,,,5.8000002
SDN,1985,16.1,,,5.8000002
SDN,1986,15.9,,,5.8000002
SDN,1987,15.7,,,5.8000002
SDN,1988,15.4,,,5.8000002
SDN,1989,15.2,,,5.6999998
SDN,1990,14.8,130.76,11792,5.6999998
SDN,1991,14.3,130.22,12150,5.6999998
SDN,1992,13.7,128.85,12405,5.6999998
SDN,1993,13.2,127.55,12638,5.6999998
SDN,1994,12.7,126.37,12857,5.6999998
SDN,1995,12.5,125.03,13029,5.6999998
SDN,1996,12.4,123.48,13172,5.6999998
SDN,1997,12.6,121.69,13270,5.6999998
SDN,1998,12.9,119.91,13346,5.6999998
SDN,1999,13.2,117.92,13385,5.6999998
SDN,2000,13.5,115.98,13405,5.5999999
SDN,2001,13.8,114.19,13440,5.5999999
SDN,2002,14.2,113.19,13557,5.5999999
SDN,2003,14.5,111.68,13600,5.5999999
SDN,2004,14.7,110.31,13667,5.5999999
SDN,2005,15.1,108.85,13715,5.5999999
SDN,2006,15.4,107.3,13764,5.5999999
SDN,2007,15.8,105.75,13825,5.5999999
SDN,2008,16.1,104.56,13943,5.5999999
SDN,2009,16.4,103.46,14083,5.5999999
SDN,2010,16.799999,102.35,14216,5.5999999
SDN,2011,17.200001,101.03,14345,5.5999999
SDN,2012,17.4,100.01,14538,5.5999999
SUR,1980,129.3,,,6.0999999
SUR,1981,126.7,,,6.0999999
SUR,1982,124.4,,,6.1999998
SUR,1983,122.7,,,6.1999998
SUR,1984,121.4,,,6.3000002
SUR,1985,120.1,,,6.3000002
SUR,1986,119.2,,,6.3000002
SUR,1987,119.1,,,6.3000002
SUR,1988,118.8,,,6.3000002
SUR,1989,118.4,,,6.3000002
SUR,1990,118.7,97.74,251,6.4000001
SUR,1991,118.9,102.72,268,6.4000001
SUR,1992,119,106.34,283,6.4000001
SUR,1993,119.9,114.29,309,6.5
SUR,1994,120.7,105.77,291,6.5
SUR,1995,121.4,87.99,247,6.5
SUR,1996,121.7,84.39,244,6.5
SUR,1997,121.9,85.63,254,6.5
SUR,1998,121.9,92.64,283,6.4000001
SUR,1999,122,97.7,307,6.4000001
SUR,2000,121.9,99.77,321,6.4000001
SUR,2001,121.2,101.65,335,6.4000001
SUR,2002,120,103.23,352,6.4000001
SUR,2003,118.5,102.82,363,6.4000001
SUR,2004,117,99.86,363,6.4000001
SUR,2005,115.4,95.55,358,6.3000002
SUR,2006,113.9,90.77,353,6.3000002
SUR,2007,112.6,87.83,355,6.3000002
SUR,2008,111.4,86.38,361,6.3000002
SUR,2009,110.5,84.1,364,6.1999998
SUR,2010,109.8,82.86,372,6.1999998
SUR,2011,109.2,79.77,371,6.1999998
SUR,2012,108.9,77.26,372,6.0999999
SWE,1980,16.1,,,27.700001
SWE,1981,16.1,,,27
SWE,1982,16.1,,,26.4
SWE,1983,16.1,,,26
SWE,1984,15.8,,,25.799999
SWE,1985,15.4,,,25.799999
SWE,1986,15,,,25.700001
SWE,1987,14.6,,,25.6
SWE,1988,14.3,,,25.5
SWE,1989,14,,,25.200001
SWE,1990,13.8,106.2,16720,25
SWE,1991,13.7,104.64,16621,24.6
SWE,1992,13.8,101.86,16356,24.200001
SWE,1993,14,99.88,16208,23.700001
SWE,1994,14.2,95.71,15659,23.1
SWE,1995,14.6,94.51,15629,22.299999
SWE,1996,15,92.7,15497,21.5
SWE,1997,15.5,90.7,15310,20.700001
SWE,1998,16,88.99,15171,19.9
SWE,1999,16.5,87.47,15051,19.299999
SWE,2000,17,85.06,14796,18.6
SWE,2001,17.6,83.29,14637,17.799999
SWE,2002,18.5,81.65,14505,16.799999
SWE,2003,19.700001,79.5,14256,15.7
SWE,2004,21.1,77.93,14106,14.6
SWE,2005,22.299999,75.6,13878,13.7
SWE,2006,23.200001,74.11,13794,13.1
SWE,2007,23.6,72.38,13661,12.8
SWE,2008,23.9,70.64,13513,12.6
SWE,2009,23.799999,69.36,13444,12.7
SWE,2010,23.5,67.97,13365,13
SWE,2011,23,67.2,13407,13.2
SWE,2012,22.5,65.96,13375,13.6
CHE,1980,28.9,,,27.700001
CHE,1981,29.1,,,27.4
CHE,1982,29.4,,,27.299999
CHE,1983,29.5,,,27.299999
CHE,1984,29.5,,,27.200001
CHE,1985,29.4,,,27.1
CHE,1986,29.1,,,27.1
CHE,1987,28.5,,,27.299999
CHE,1988,27.700001,,,27.6
CHE,1989,26.9,,,27.799999
CHE,1990,26.1,112.31,11855,28
CHE,1991,25.4,110.13,11786,28.299999
CHE,1992,24.799999,106.36,11544,28.6
CHE,1993,24.200001,102.38,11291,29.1
CHE,1994,23.6,99.13,11112,29.5
CHE,1995,23,98.81,11272,30
CHE,1996,22.5,94.62,10977,30.6
CHE,1997,22.1,92.59,10891,30.700001
CHE,1998,21.9,90.81,10839,30.4
CHE,1999,22.1,88,10668,29.5
CHE,2000,22.6,85.83,10566,28
CHE,2001,23.299999,82.82,10367,26.4
CHE,2002,24,81,10321,25
CHE,2003,24.799999,79.48,10310,23.6
CHE,2004,25.4,76.53,10103,22.4
CHE,2005,25.9,74.6,10044,21.4
CHE,2006,25.9,72.5,9958,20.6
CHE,2007,25.799999,70.79,9912,19.9
CHE,2008,25.200001,68.66,9821,19.6
CHE,2009,24.6,67.41,9855,19.5
CHE,2010,23.9,65.45,9790,19.6
CHE,2011,23.200001,63.57,9741,19.700001
CHE,2012,22.5,62.3,9783,19.799999
SYR,1980,35.299999,,,18.4
SYR,1981,34.5,,,18.1
SYR,1982,33.900002,,,17.799999
SYR,1983,33.299999,,,17.6
SYR,1984,33,,,17.4
SYR,1985,32.700001,,,17.200001
SYR,1986,32.5,,,17.1
SYR,1987,32.299999,,,17
SYR,1988,32,,,16.9
SYR,1989,31.9,,,16.9
SYR,1990,31.700001,165.62,8447,16.9
SYR,1991,31.5,169.62,8838,16.799999
SYR,1992,31.1,177.17,9443,16.799999
SYR,1993,30.700001,171.78,9322,16.700001
SYR,1994,30.299999,171.37,9488,16.6
SYR,1995,29.9,171.38,9682,16.6
SYR,1996,29.5,169.95,9814,16.5
SYR,1997,29.200001,168.98,10006,16.5
SYR,1998,28.9,170.5,10334,16.5
SYR,1999,28.700001,165.3,10270,16.5
SYR,2000,28.6,159.28,10229,16.5
SYR,2001,28.4,150.93,9945,16.6
SYR,2002,28.299999,149.03,10084,16.6
SYR,2003,28.299999,139.94,9845,16.700001
SYR,2004,28.1,135.95,9964,16.799999
SYR,2005,27.9,131.61,9958,16.799999
SYR,2006,27.6,128.65,10042,16.9
SYR,2007,27.200001,128.71,10355,17
